sampleID,group,type,name,sex,breed,breed_r,sterilized,weight_lbs,bod_cond,donor,donor_r,donorID,response,IBD,antibiotics,vomiting,diarrhea,constipation,symptom,days_since,duration_days,wet_food,raw_food,dry_food,diet_combo,col_date,seq_date,date_of_birth,age_yrs,response2
CRX86Z,recipient,after,Mac,Male,Ragdoll,Ragdoll,Yes,14,7,Scylla,Scylla1,81H86J,Improved,No,No,No,No,Yes,Constipation,NA,NA,No,Yes,No,Raw,8/7/17,9/8/21,7/30/08,9,Responder
D4L6GB,recipient,before,Mac,Male,Ragdoll,Ragdoll,Yes,14,7,Scylla,Scylla1,81H86J,Improved,No,No,No,No,Yes,Constipation,NA,NA,No,Yes,No,Raw,8/7/17,9/27/19,7/30/08,9,Responder
DKAYXQ,donor,donor,Scylla,Female,Domestic Shorthair,Domestic Shorthair,Yes,10,5,Scylla,Scylla2,DKAYXQ,donor,No,NA,No,No,No,NA,NA,NA,No,Yes,No,Raw,10/19/19,10/25/19,6/15/08,11.33,NA
DN635S,recipient,after,Choco Merrill,Male,Domestic Shorthair,Domestic,Yes,8.5,5,Eddie,Eddie,NPJ654,Slight Improvement,Yes,No,No,Yes,No,Diarrhea,NA,31,Yes,No,Yes,Wet.Dry,6/24/19,7/1/19,4/9/15,4.17,Responder
DXCDNS,recipient,before,Bugsy,Male,Ragdoll,Ragdoll,Yes,12.8,7,Scylla,Scylla1,81H86J,Improved,Maybe,No,No,No,No,Other,NA,NA,No,Yes,No,Raw,8/7/17,9/27/19,5/1/06,11.25,Responder
DZ9BTB,recipient,after,Tabbytha,Female,Domestic Shorthair,Domestic,Yes,10,7,Tabitha,Tabitha1,37H62V,Improved,Yes,Yes,No,No,Yes,Constipation,14,31,No,Yes,No,Raw,11/19/17,6/14/19,2/17/01,16.75,Responder
E7MRTL,healthy,healthy,Tater,Male,Maine Coon,Maine Coon,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,7/16/19,7/18/19,NA,3.92,NA
EC8QZ3,healthy,healthy,Marie,Female,Siberian,Siamese,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,11/20/18,1/24/19,NA,6.33,NA
EHPREC,recipient,before,Zach,Male,Norwegian Forest Cat,Norwegian.Siberian,No,12,4,Tabitha,Tabitha1,37H62V,Slight Improvement,No,Yes,No,Yes,No,Diarrhea,45,31,Yes,No,No,Wet,8/7/17,7/12/19,2/2/15,2.5,Responder
EPURPL,recipient,after,Tequila,Male,Domestic Longhair,Domestic,Yes,4.02,5,Tabitha,Tabitha6,6RBA2U,Worsened,Yes,Yes,Yes,No,Yes,Other,16,NA,No,Yes,No,Raw,6/17/19,7/1/19,2/21/07,12.25,Non-Responder
F56663,recipient,after,Mitsu,Male,Domestic Shorthair,Domestic,Yes,9,5,Tabitha,Tabitha2,TABITHA,Improved,No,Yes,No,Yes,No,Diarrhea,17,26,Yes,No,Yes,Wet.Dry,7/31/18,4/9/19,8/1/17,0.92,Responder
F73F6W,recipient,before,Pearl,Female,Domestic Shorthair,Domestic,Yes,5.2,4,Tabitha,Tabitha1,37H62V,Improved,No,Yes,No,Yes,No,Diarrhea,NA,62,Yes,No,No,Wet,2/28/18,6/6/19,8/28/17,0.5,Responder
FCM8PT,healthy,healthy,Nyk,Male,Scottish Fold,Other,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,Yes,No,Wet.Raw,9/6/20,12/18/20,NA,7,NA
FCX4Y6,healthy,healthy,Quincy,Female,Manx,Other,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,12/1/18,3/1/19,NA,3.17,NA
FEVEUG,donor,donor,Fiogus Fiona Isaacson,Female,Domestic Shorthair,Domestic Shorthair,Yes,10,5,Fiogus,Fiogus1,FEVEUG,donor,No,NA,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,3/9/17,9/8/21,1/1/15,2.17,NA
FEXXD2,recipient,before,Ah Mui,Female,Domestic Shorthair,Domestic,Yes,8.15,3,Tabitha,Tabitha2,TABITHA,Slight Improvement,Yes,Yes,Yes,No,Yes,Other,28,31,No,Yes,No,Raw,5/28/18,5/16/19,9/7/15,2.67,Responder
FHB25V,healthy,healthy,Hamilton,Male,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,3/25/20,11/23/20,NA,3.92,NA
G6J8SX,healthy,healthy,Bella,Female,Domestic Mediumhair,Domestic Mediumhair,No,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,6/1/20,12/18/20,NA,4.17,NA
GEJBE6,healthy,healthy,Callie,Female,Unknown,Unknown,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,Yes,Yes,NA,2/11/18,1/8/19,NA,3.83,NA
GUA5XT,healthy,healthy,Fiona Isaacson,Female,Siamese,Siamese,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,7/29/19,8/2/19,NA,4.5,NA
GXY7MQ,recipient,before,Cinders,Female,Maine Coon,Other,Yes,5,2,Fabiola,Fabiola,4EXDUK,Improved,Maybe,No,Yes,Yes,No,VomDiarr,32,25,Yes,No,Yes,Wet.Dry,8/4/17,10/25/19,5/11/04,13.17,Responder
H2Z9XF,recipient,before,Errol,Male,Domestic Shorthair,Domestic,Yes,10,5,Augustanor,Augustanor4.Augustanor5.Augustanor2,TND32W. M4PSSS. 9QVBFP,Slight Improvement,Yes,No,Yes,No,Yes,Other,15,25,No,Yes,Yes,Other,4/11/19,4/26/19,11/1/10,8.42,Responder
H43CJ3,donor,donor,Pinky,Male,Domestic Shorthair,Domestic Shorthair,Yes,11,5,Pinky,Pinky,H43CJ3,donor,No,NA,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,10/6/18,9/8/21,1/1/17,1.75,NA
HAJRGR,healthy,healthy,Gris,Male,Siamese,Siamese,Yes,NA,6,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,2/20/21,3/5/21,NA,6.67,NA
HGRAPM,donor,donor,Fiogus Gus Isaacson,Male,Domestic Shorthair,Domestic Shorthair,Yes,10,5,Fiogus,Fiogus3,HGRAPM,donor,No,NA,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,3/9/19,9/8/21,1/1/17,2.17,NA
HLEQLC,healthy,healthy,Amelie,Female,Tabby,Tabby,Yes,NA,4,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,10/18/19,10/25/19,NA,5.25,NA
HSEEYU,healthy,healthy,Agatha,Female,Bengal,Bengal,Yes,NA,NA,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,Yes,No,Raw,3/11/19,4/1/19,NA,8.67,NA
J2XEGW,healthy,healthy,Willow,Female,Domestic Shorthair,Domestic Shorthair,Yes,NA,6,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,Yes,Dry,10/30/19,11/8/19,NA,3.92,NA
J6L2T6,healthy,healthy,Wellington,Male,Domestic Shorthair,Domestic Shorthair,Yes,NA,4,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,7/16/20,7/24/20,NA,4.83,NA
J6NJN9,recipient,after,Ah Mui,Female,Domestic Shorthair,Domestic,Yes,8.15,3,Tabitha,Tabitha2,TABITHA,Slight Improvement,Yes,Yes,Yes,No,Yes,Other,28,31,No,Yes,No,Raw,7/9/18,4/26/19,9/7/15,2.83,Responder
JCMHN6,healthy,healthy,Maizey,Female,Unknown,Unknown,Yes,NA,NA,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,Yes,Dry,3/3/20,12/18/20,NA,6.58,NA
JEPYJ9,healthy,healthy,Princess,Female,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,Yes,No,Raw,NA,12/18/20,NA,3.08,NA
JRSRLN,healthy,healthy,Dia DendySmith,Female,Siamese,Siamese,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,Yes,Yes,NA,9/25/20,10/2/20,NA,8.25,NA
JS2U5E,recipient,before,Tequila,Male,Domestic Longhair,Domestic,Yes,4.02,5,Tabitha,Tabitha6,6RBA2U,Worsened,Yes,Yes,Yes,No,Yes,Other,16,NA,No,Yes,No,Raw,3/25/19,4/9/19,2/21/07,12.08,Non-Responder
K2DT4U,recipient,before,Christopher,Male,Domestic Shorthair,Domestic,Yes,11,5,Tabitha,Tabitha1,37H62V,Slight Improvement,No,No,No,No,Yes,Constipation,NA,17,No,Yes,No,Raw,9/27/17,6/26/19,2/1/07,10.58,Responder
K7SX6Z,healthy,healthy,Andi,Female,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,Yes,Yes,NA,1/10/20,11/23/20,NA,3.92,NA
K7TWS5,recipient,before,Sylvie,Female,Domestic Shorthair,Domestic,Yes,10.2,6,Tabitha,Tabitha1,37H62V,Slight Improvement,No,No,No,Yes,Yes,Other,NA,25,Yes,Yes,No,Wet.Raw,10/23/17,5/23/19,4/20/15,2.5,Responder
KE72D3,healthy,healthy,Salk,Male,Domestic Shorthair,Domestic Shorthair,No,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,Yes,Dry,10/6/17,1/8/19,NA,7.92,NA
KKED3F,healthy,healthy,Foo,Male,Domestic Mediumhair,Domestic Mediumhair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Other,NA,4/2/21,NA,6,NA
KLSAFA,recipient,after,Bug,Male,Domestic Longhair,Domestic,Yes,13.8,4,Tabitha,Tabitha1,37H62V,Improved,Yes,No,No,No,Yes,Constipation,NA,14,Yes,Yes,Yes,Other,11/27/17,6/14/19,3/17/10,7.67,Responder
KMN5AD,recipient,before,Andy,Male,Domestic Longhair,Domestic,Yes,8,3,Tabitha,Tabitha1,37H62V,Improved,Yes,Yes,Yes,Yes,No,VomDiarr,29,21,Yes,No,Yes,Wet.Dry,5/1/18,4/26/19,6/1/03,14.92,Responder
KS28KN,donor,donor,Augustanor Fuchs,NA,Combo,Other,Yes,10.5,5,Augustanor,Augustanor3,KS28KN,donor,No,NA,No,No,No,NA,NA,NA,Yes,Yes,Yes,NA,1/9/19,9/8/21,NA,6.47,NA
KTYS7V,recipient,before,Isis,Female,Domestic Shorthair,Domestic,Yes,7,NA,Scylla,Scylla1,81H86J,Improved,No,No,No,Yes,No,Diarrhea,62,NA,No,No,Yes,Dry,8/1/17,9/8/21,5/1/03,14.25,Responder
L8GEUC,healthy,healthy,Snickers,Female,Maine Coon,Maine Coon,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,9/20/20,9/25/20,NA,7.58,NA
LAJZ8W,recipient,before,Charlie,Male,Siberian,Norwegian.Siberian,Yes,NA,4,Tabitha,Tabitha1,37H62V,Worsened,No,NA,No,Yes,No,Diarrhea,13,31,No,No,Yes,Dry,9/6/17,5/23/19,NA,0.67,Non-Responder
LD65YF,recipient,before,Chauncey,Male,Domestic Shorthair,Domestic,Yes,9.12,4,Tabitha,Tabitha5,N6ZL3K,Worsened,Maybe,No,No,No,No,Other,20,NA,Yes,No,No,Wet,5/19/19,5/31/19,6/11/02,16.92,Non-Responder
LFQU9N,healthy,healthy,Clover Basak,Female,Unknown,Unknown,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,Yes,Dry,9/12/20,9/21/20,NA,7,NA
LKWMS6,recipient,before,Tilda,Female,Domestic Shorthair,Domestic,Yes,8,5,Tabitha,Tabitha1,37H62V,Improved,Yes,Yes,No,Yes,No,Diarrhea,15,50,Yes,No,Yes,Wet.Dry,12/28/17,6/26/19,1/5/13,4.92,Responder
LPJXGH,recipient,after,Charlie,Male,Siberian,Norwegian.Siberian,Yes,NA,4,Tabitha,Tabitha1,37H62V,Worsened,No,NA,No,Yes,No,Diarrhea,13,31,No,No,Yes,Dry,9/6/17,5/23/19,NA,0.67,Non-Responder
LRYBM5,recipient,after,Alvin,Male,Domestic Shorthair,Domestic,Yes,10.5,5,Tabitha,Tabitha3,ABC123,Slight Improvement,Yes,Yes,No,Yes,No,Diarrhea,17,31,No,No,Yes,Dry,2/26/19,3/11/19,5/2/09,9.75,Responder
LV4WDE,recipient,before,Klaus,Male,Domestic Shorthair,Domestic,Yes,12,5,Tabitha,Tabitha1,37H62V,No Change,Yes,No,No,Yes,No,Diarrhea,28,NA,Yes,No,Yes,Wet.Dry,3/13/18,4/26/19,5/20/10,7.75,Non-Responder
LWX4ME,recipient,after,Chauncey,Male,Domestic Shorthair,Domestic,Yes,9.12,4,Tabitha,Tabitha5,N6ZL3K,Worsened,Maybe,No,No,No,No,Other,20,NA,Yes,No,No,Wet,7/2/19,7/12/19,6/11/02,17,Non-Responder
LYM5LS,recipient,after,Fluffy,Female,Domestic Shorthair,Domestic,Yes,6.6,3,Tabitha,Tabitha2,TABITHA,No Change,Yes,No,No,Yes,No,Diarrhea,15,NA,Yes,No,Yes,Wet.Dry,9/9/18,4/30/19,4/1/13,5.42,Non-Responder
M4PSSS,donor,donor,Augustanor Gus Fuchs,Male,Domestic Longhair,Domestic Longhair,Yes,12,5,Augustanor,Augustanor5,M4PSSS,donor,No,NA,No,No,No,NA,NA,NA,Yes,Yes,No,Wet.Raw,8/28/18,9/8/21,4/26/14,4.33,NA
M7JLN7,recipient,after,Ender,Male,Domestic Shorthair,Domestic,Yes,14,7,Tabitha,Tabitha1,37H62V,Improved,Yes,No,Yes,Yes,No,VomDiarr,60,NA,Yes,No,No,Wet,10/13/17,6/14/19,8/2/05,12.17,Responder
MBQL6W,recipient,after,Magdalina,Female,Domestic Longhair,Domestic,Yes,9,7,Pinky,Pinky,H43CJ3,Slight Improvement,Maybe,No,No,No,Yes,Constipation,NA,21,Yes,Yes,No,Wet.Raw,1/30/19,3/1/19,7/1/11,7.5,Responder
MHWRF7,healthy,healthy,Mortimer,Male,Domestic Longhair,Domestic Longhair,No,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,11/12/19,11/22/19,NA,4.42,NA
MKEAZD,recipient,after,Pamunkey,Male,Turkish Van,Other,Yes,8.25,4,Tabitha,Tabitha1,37H62V,Slight Improvement,Yes,Yes,No,Yes,No,Diarrhea,38,26,Yes,Yes,Yes,Other,6/15/18,4/26/19,9/21/05,12.67,Responder
MRXT9R,healthy,healthy,Gatsby,Male,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,5/27/20,11/23/20,NA,4.92,NA
MXCFCR,healthy,healthy,Prawn,Male,Domestic Longhair,Domestic Longhair,Yes,NA,NA,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Other,1/22/21,2/12/21,NA,5.33,NA
MY765J,recipient,after,Azalea,Female,Domestic Shorthair,Domestic,Yes,5,1,Tabitha,Tabitha1,37H62V,Improved,No,Yes,Yes,No,Yes,Other,NA,55,Yes,Yes,No,Wet.Raw,2/16/18,5/31/19,2/6/98,20,Responder
N3X66G,recipient,after,Tenga,Female,Domestic Shorthair,Domestic,Yes,10.5,6,Scylla,Scylla1,81H86J,Improved,Maybe,No,No,Yes,No,Diarrhea,21,42,No,Yes,No,Raw,10/12/17,5/23/19,4/29/02,15.42,Responder
N47K8B,recipient,before,Chase,Male,Unknown,Other,Yes,8.2,4,Tabitha,Tabitha4,97FXPV,No Change,No,No,No,Yes,No,Diarrhea,14,NA,Yes,No,Yes,Wet.Dry,8/27/18,3/25/19,3/1/11,7.42,Non-Responder
N6ZL3K,donor,donor,Tabitha,Female,Domestic Shorthair,Domestic Shorthair,Yes,10,5,Tabitha,Tabitha5,N6ZL3K,donor,No,NA,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,1/19/19,1/15/19,7/15/15,3.5,NA
N7WPXP,healthy,healthy,Kona,Female,Domestic Shorthair,Domestic Shorthair,Yes,NA,6,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,NA,11/23/20,NA,3.92,NA
N996A9,recipient,before,Jackpot,Male,Domestic Shorthair,Domestic,Yes,13.3,3,Tabitha,Tabitha2,TABITHA,No Change,Yes,Yes,Yes,Yes,No,VomDiarr,NA,NA,Yes,No,Yes,Wet.Dry,7/30/18,4/9/19,4/1/04,14.25,Non-Responder
N9QXJE,recipient,after,Errol,Male,Domestic Shorthair,Domestic,Yes,10,5,Augustanor,Augustanor4.Augustanor5.Augustanor2,TND32W. M4PSSS. 9QVBFP,Slight Improvement,Yes,No,Yes,No,Yes,Other,15,25,No,Yes,Yes,Other,5/22/19,5/31/19,11/1/10,8.5,Responder
NEQQA9,recipient,after,Bugsy,Male,Ragdoll,Ragdoll,Yes,12.8,7,Scylla,Scylla1,81H86J,Improved,Maybe,No,No,No,No,Other,NA,NA,No,Yes,No,Raw,8/7/17,9/27/19,5/1/06,11.25,Responder
NHHXZN,recipient,before,Tabbytha,Female,Domestic Shorthair,Domestic,Yes,10,7,Tabitha,Tabitha2,TABITHA,Improved,Yes,Yes,No,No,Yes,Constipation,14,31,No,Yes,No,Raw,6/9/18,4/26/19,2/17/01,17.25,Responder
NPJ654,donor,donor,Eddie,Male,Domestic Shorthair,Domestic Shorthair,Yes,9,5,Eddie,Eddie,NPJ654,donor,No,NA,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,4/12/19,4/23/19,4/1/18,1,NA
NTF3FX,healthy,healthy,Vohnkar,Male,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,Yes,Yes,NA,7/20/18,4/16/19,NA,7.33,NA
NTWTD9,healthy,healthy,Pandora,Female,Unknown,Unknown,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,Yes,No,Raw,11/10/20,11/19/20,NA,7.08,NA
NV36VQ,recipient,after,Kweetie,Female,Domestic Shorthair,Domestic,Yes,8,3,Tabitha,Tabitha2,TABITHA,Worsened,Yes,Yes,Yes,Yes,No,VomDiarr,31,NA,Yes,Yes,Yes,Other,9/10/18,4/30/19,6/11/05,13.17,Non-Responder
NZ3LSC,recipient,before,Artichoke,Female,Domestic Shorthair,Domestic,Yes,9,4,Tabitha,Tabitha5,N6ZL3K,Improved,Yes,Yes,Yes,Yes,No,VomDiarr,14,49,No,No,Yes,Dry,3/3/19,3/11/19,8/1/08,10.58,Responder
P2CUEK,healthy,healthy,Lizzie,Female,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,Yes,No,Raw,5/5/20,11/23/20,NA,3.08,NA
PB2QMB,recipient,after,Cinders,Female,Maine Coon,Other,Yes,5,2,Fabiola,Fabiola,4EXDUK,Improved,Maybe,No,Yes,Yes,No,VomDiarr,32,25,Yes,No,Yes,Wet.Dry,9/19/17,9/8/21,5/11/04,13.33,Responder
PEMLF7,healthy,healthy,Soze,Male,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,Yes,No,Wet.Raw,10/10/17,1/8/19,NA,6.33,NA
PREQRX,recipient,before,Doodie,Female,Siamese Mix,Siamese.Burmese,Yes,17,6,Tabitha,Tabitha1,37H62V,Improved,Yes,No,Yes,Yes,No,VomDiarr,21,62,No,Yes,Yes,Other,4/6/18,3/25/19,1/1/09,9.25,Responder
Q2U4PQ,healthy,healthy,Luna,Female,Tabby,Tabby,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Other,2/3/20,2/13/20,NA,6.75,NA
QB2AZV,healthy,healthy,Felix,Male,American Shorthair,American Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,Yes,Dry,NA,1/8/19,NA,5.58,NA
QED9WF,healthy,healthy,Mitz,Female,Siamese,Siamese,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,Yes,Dry,7/5/20,12/18/20,NA,5.17,NA
QJ45C8,recipient,after,Sylvie,Female,Domestic Shorthair,Domestic,Yes,10.2,6,Tabitha,Tabitha1,37H62V,Slight Improvement,No,No,No,Yes,Yes,Other,NA,25,Yes,Yes,No,Wet.Raw,11/27/17,6/14/19,4/20/15,2.58,Responder
QNTQGT,recipient,before,Alvin,Male,Domestic Shorthair,Domestic,Yes,10.5,5,Tabitha,Tabitha3,ABC123,Slight Improvement,Yes,Yes,No,Yes,No,Diarrhea,17,31,No,No,Yes,Dry,12/1/18,1/21/19,5/2/09,9.5,Responder
QSW92B,healthy,healthy,Panther,Male,Unknown,Unknown,No,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,10/2/19,10/11/19,NA,3.25,NA
QZVQUN,recipient,before,Lada,Female,Siberian,Norwegian.Siberian,Yes,11,7,Tabitha,Tabitha3,ABC123,No Change,Maybe,No,Yes,Yes,No,VomDiarr,90,NA,No,Yes,No,Raw,9/9/18,3/17/19,12/21/09,8.67,Non-Responder
RVCD2W,healthy,healthy,Cookie,Female,Domestic Shorthair,Domestic Shorthair,No,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,12/29/19,1/10/20,NA,8.17,NA
RVDKDV,donor,donor,Fiogus Fiona Isaacson,Female,Domestic Shorthair,Domestic Shorthair,Yes,10,5,Fiogus,Fiogus2,RVDKDV,donor,No,NA,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,1/19/19,9/8/21,1/1/15,4,NA
RWVX59,healthy,healthy,Ginger,Female,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,5/12/20,11/23/20,NA,6.92,NA
S3QZV,recipient,after,Keilana,Female,Bengal,Other,Yes,7,4,Fiogus,Fiogus2,RVDKDV,Improved,Yes,No,No,Yes,No,Diarrhea,NA,16,Yes,Yes,No,Wet.Raw,4/11/17,4/1/19,10/7/04,12.5,Responder
S77QJU,recipient,after,Riceball,Male,Domestic Shorthair,Domestic,Yes,13,6,Tabitha,Tabitha1,37H62V,Improved,Yes,No,No,No,Yes,Constipation,14,25,No,Yes,No,Raw,9/27/17,10/18/19,4/1/07,10.42,Responder
SHK97M,recipient,before,Fluffy,Female,Domestic Shorthair,Domestic,Yes,6.6,3,Tabitha,Tabitha2,TABITHA,No Change,Yes,No,No,Yes,No,Diarrhea,15,NA,Yes,No,Yes,Wet.Dry,8/1/18,4/30/19,4/1/13,5.33,Non-Responder
ST7CQ7,recipient,before,Mitsu,Male,Domestic Shorthair,Domestic,Yes,9,5,Tabitha,Tabitha2,TABITHA,Improved,No,Yes,No,Yes,No,Diarrhea,17,26,Yes,No,Yes,Wet.Dry,6/21/18,5/16/19,8/1/17,0.83,Responder
STR7HJ,healthy,healthy,Peanut,Female,Domestic Shorthair,Domestic Shorthair,No,NA,4,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,Yes,Dry,11/7/19,11/15/19,NA,4.83,NA
SUBB5Q,recipient,after,Kalo,Male,Siamese,Siamese.Burmese,Yes,15,3,Fiogus,Fiogus1.Fiogus3.,FEVEUG. HGRAPM,Improved,Yes,No,Yes,Yes,No,VomDiarr,14,91,Yes,No,Yes,Wet.Dry,3/13/18,4/26/19,7/4/12,5.67,Responder
T4PAE6,recipient,after,Lada,Female,Siberian,Norwegian.Siberian,Yes,11,7,Tabitha,Tabitha3,ABC123,No Change,Maybe,No,Yes,Yes,No,VomDiarr,90,NA,No,Yes,No,Raw,12/8/18,6/14/19,12/21/09,8.92,Non-Responder
T97S4A,healthy,healthy,Arya,Female,Tabby,Tabby,Yes,NA,6,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Other,7/20/18,4/16/19,NA,6.17,NA
TABITHA,donor,donor,Tabitha,Female,Domestic Shorthair,Domestic Shorthair,Yes,10,5,Tabitha,Tabitha2,TABITHA,donor,No,NA,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,5/18/18,5/2/19,7/15/15,2.83,NA
TJJ6PC,recipient,after,Doodie,Female,Siamese Mix,Siamese.Burmese,Yes,17,6,Tabitha,Tabitha1,37H62V,Improved,Yes,No,Yes,Yes,No,VomDiarr,21,62,No,Yes,Yes,Other,8/4/18,3/25/19,1/1/09,9.58,Responder
TLDR72,donor,donor,Augustanor Eleanor Fuchs,Female,Domestic Shorthair,Domestic Shorthair,Yes,9,5,Augustanor,Augustanor1,TLDR72,donor,No,NA,No,No,No,NA,NA,NA,Yes,Yes,Yes,NA,8/29/18,9/8/21,1/1/12,6.58,NA
TMQ6TQ,recipient,after,Jackpot,Male,Domestic Shorthair,Domestic,Yes,13.3,3,Tabitha,Tabitha2,TABITHA,No Change,Yes,Yes,Yes,Yes,No,VomDiarr,NA,NA,Yes,No,Yes,Wet.Dry,7/16/18,4/1/19,4/1/04,14.25,Non-Responder
TND32W,donor,donor,Augustanor Fuchs,NA,Combo,Other,Yes,10.5,5,Augustanor,Augustanor4,TND32W,donor,No,NA,No,No,No,NA,NA,NA,Yes,Yes,Yes,NA,4/3/19,3/25/19,NA,6.47,NA
TRLQPA,recipient,before,Goldy,Male,Domestic Shorthair,Domestic,Yes,16,8,Fiogus,Fiogus1.Fiogus3.,FEVEUG. HGRAPM,Improved,Yes,Yes,Yes,Yes,No,VomDiarr,16,21,No,No,Yes,Dry,3/30/18,4/16/19,1/1/07,11.17,Responder
TY4N76,recipient,before,Pamunkey,Male,Turkish Van,Other,Yes,8.25,4,Tabitha,Tabitha1,37H62V,Slight Improvement,Yes,Yes,No,Yes,No,Diarrhea,38,26,Yes,Yes,Yes,Other,5/4/18,4/26/19,9/21/05,12.58,Responder
UCKDJU,donor,donor,Lolita,Female,Abyssinian,Other,Yes,9,5,Lolita,Lolita,UCKDJU,donor,No,NA,No,No,No,NA,NA,NA,No,No,Yes,Dry,NA,9/8/21,11/16/07,13.75,NA
UEG4XX,healthy,healthy,Hazel,Female,Domestic Longhair,Domestic Longhair,Yes,NA,6,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,3/12/21,4/2/21,NA,4.83,NA
UFRA4P,recipient,before,Miette,Female,Birman Japanese BobTail Mix,Siamese.Burmese,Yes,8,5,Tabitha,Tabitha3,ABC123,Improved,No,Yes,No,Yes,Yes,Other,20,31,Yes,Yes,Yes,Other,9/24/18,3/25/19,12/1/15,2.75,Responder
UHURGT,healthy,healthy,Leela,Female,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,5/4/21,5/28/21,NA,7.92,NA
